Batch size,Momentum,decay,Learning rate,Epochs,Neurons,Sequence size,Loss,elapsed_sec
16,0.996794429585004,5.4888225936542E-06,0.016570734521861,102,9,7,-0.012073613232886,1897.00548815727
20,0.998046129782682,5.31763025672413E-06,0.023769990475934,103,28,23,-0.012078921359621,3011.06592702866
29,0.998031798977541,8.28817004340085E-06,0.025542769024645,103,32,21,-0.012107409125096,3009.65264558792
29,0.991692476495119,6.53313229620271E-06,0.018900642974008,972,92,30,-0.01211013351517,19190.9156684875
20,0.998124455778427,5.65545312083396E-06,0.025476834550042,984,48,21,-0.012114964033428,4490.35190463066
18,0.991741041875771,2.54821608750968E-06,0.011032323893833,964,94,27,-0.0121596944023,20859.8077280521
5,0.99820664243657,8.51610983132411E-06,0.029622721683945,740,25,24,-0.012173357585623,8343.16863965988
6,0.998541576142954,9.92116296850195E-06,0.013349488665626,823,32,29,-0.01225278215603,7876.83549976349
9,0.996500343971324,2.14472217105571E-06,0.008511651061055,101,75,23,-0.012295408556728,4009.65028047562
29,0.998470204221426,9.86240214211701E-06,0.014411012927734,218,62,23,-0.012321522998575,248.450894594193
5,0.998809420366212,8.10546028574862E-06,0.011702045738012,854,20,17,-0.012327399357067,7442.3015730381
6,0.992305362391621,7.75448181269153E-06,0.01458787626101,910,86,16,-0.01236063142278,19313.5794193745
11,0.998440523207941,1.45548558905419E-06,0.013347289207269,101,61,6,-0.012384448691996,1897.64312553406
5,0.994103792541277,5.26687485829148E-06,0.018012207552435,874,65,25,-0.012408926921396,16382.8325769901
5,0.992200816794098,7.58048789122426E-06,0.009937769021928,884,55,23,-0.012429783047226,16382.8973264694
6,0.991062923474308,3.24764077501746E-06,0.016018382633353,968,76,18,-0.012451929796953,20120.8438789845
6,0.99043166056013,4.31793450606504E-06,0.022100446589453,843,57,10,-0.012469152900942,15031.812543869
20,0.99408602385675,8.4405762781198E-06,0.003670626078215,881,9,25,-0.012520416808176,1895.95562934876
5,0.991124196382972,7.700865124456E-06,0.006546674785736,943,92,15,-0.012630414232112,20438.5218119621
15,0.997758025093779,3.45145770256324E-06,0.005366003881441,101,71,10,-0.012644580213771,1100.49844837189
13,0.998582404782845,9.65264881300932E-06,0.028048173814089,102,31,8,-0.012701274694077,1896.75191092491
6,0.991237128932082,8.88170139050344E-06,0.033292426281356,902,19,16,-0.012703537126072,16382.9819164276
5,0.998915620634253,5.44599778280348E-06,0.010152488904285,793,12,25,-0.012711312314694,5572.44570064545
6,0.990852754413597,7.92566913079641E-06,0.03097756970862,904,20,26,-0.012809416447628,17931.5801956654
21,0.996907169767963,7.69765206198512E-06,0.018259113818164,759,76,11,-0.012811810643013,649.38056063652
6,0.998146709431094,9.23726649785344E-06,0.022085659928313,469,24,29,-0.012822831770586,6272.43333792686
29,0.998087704183816,7.52687081100258E-06,0.015743492401691,103,24,17,-0.012869134380405,3010.77343440056
5,0.99111446542634,8.59248344039975E-06,0.013992728183743,894,10,30,-0.012981132899601,17654.8353404999
5,0.991418031400787,2.7103407413167E-06,0.010284946711261,221,19,6,-0.013008937747641,414.851645469666
19,0.998847947019342,9.90530351187053E-06,0.020476548442568,778,14,28,-0.013062652187943,4778.10649061203
5,0.991181584012712,2.81233756182956E-06,0.011558265214081,938,16,14,-0.013223624026124,19402.7362275124
24,0.998924483619177,8.92343691935339E-06,0.018782286256508,380,6,30,-0.01326513062081,3010.05041337013
17,0.997720945786777,7.46982246439297E-06,0.027106281932184,101,19,28,-0.013272801744602,1896.42723155022
6,0.991207277893227,6.05130316745914E-06,0.020104859422052,969,68,30,-0.013303583998594,20438.4804055691
22,0.995256255590771,9.34626288917836E-06,0.03334434952977,578,63,5,-0.013315347023308,316.2190284729
7,0.998121315864848,1.36338509401994E-06,0.020414419805591,845,30,23,-0.013318527480097,6817.57740187645
27,0.99872081291404,8.67581589762715E-06,0.026105433894259,687,24,10,-0.01344440901671,3010.72707414627
6,0.991334848818607,5.9708085901235E-06,0.026657815497209,884,46,30,-0.013549706237691,17503.286331892
5,0.991096422433858,4.9309439723423E-06,0.025573152696823,919,36,23,-0.013552559711235,20859.6679856777
22,0.997942866927762,6.96934067976361E-06,0.011166954289054,100,41,28,-0.013605173797377,3010.6469938755
7,0.997795344074191,6.80702114130357E-06,0.015539898626974,960,27,21,-0.01365061163118,8485.49301600456
5,0.992004261494483,7.73770301391327E-06,0.017139439225265,970,35,22,-0.01365577949113,20265.5737380981
20,0.991928528449047,9.37267644125012E-06,0.0182210355498,931,62,24,-0.013659528991644,20722.5633673668
19,0.998675008975724,9.66417853906889E-06,0.027056062983418,102,41,14,-0.013669710539128,3010.02203893661
5,0.99725682669393,2.23334726243157E-06,0.009481471986957,134,55,25,-0.013793407290421,4778.25779700279
5,0.994466866988799,8.71005624099327E-06,0.024913718289275,895,47,28,-0.013970767814411,12386.2635278702
16,0.991201926821213,3.51153209247443E-06,0.014662510293086,940,48,23,-0.01397412707539,20859.8389570713
17,0.996800912655585,1.5153689072633E-06,0.026729438200717,100,11,19,-0.014065323601244,3010.86151385307
21,0.993176603073828,3.29317479499114E-06,0.02970310457897,562,81,13,-0.014093280136201,649.183781862259
14,0.991345986669496,1.28650694326042E-06,0.020890527243211,953,65,30,-0.014160971978419,21394.0828285217
5,0.992330261601609,4.73717296552572E-06,0.028273894191794,831,38,21,-0.014217523992748,14541.0919084549
7,0.99885540608308,4.78519669817619E-06,0.020975154039122,194,19,7,-0.014256792370379,3010.23626470566
5,0.998940450752773,4.4065483691847E-06,0.013397965828924,552,18,23,-0.014286721664432,5802.91936135292
5,0.992445323888548,8.13692354411387E-06,0.006564081453619,859,46,21,-0.014329712543833,18972.2324049473
6,0.991019623977536,2.97422826523458E-06,0.019697714300989,869,58,28,-0.014349936087045,15399.8297781944
6,0.991892776127428,6.18360436680608E-06,0.00315441051249,961,59,20,-0.014355681586619,18911.8725721836
20,0.997822265844742,8.98350930995924E-06,0.038913260267638,101,20,15,-0.014368766669146,3009.9863884449
5,0.991643825836854,3.28859889600945E-06,0.013412221119905,959,49,14,-0.014374624167271,20722.3766391277
16,0.996765135777638,1.00390641513691E-06,0.030170771208531,887,53,18,-0.014399209370216,5138.07296943665
14,0.998449094300455,1.67169032533824E-06,0.013206166851304,102,28,5,-0.014431228343811,1897.59085655212
29,0.998088732951762,3.67295053650267E-06,0.004248371359596,103,100,9,-0.01444924528454,3010.39796471596
6,0.991936015610113,7.86553553246024E-06,0.013262556226103,937,77,14,-0.014471081335136,18868.7262706757
6,0.992292359074216,4.71557995755971E-06,0.01531449726487,904,69,6,-0.014520599845458,18434.6019644737
8,0.994039121677256,6.47606758636972E-06,0.013007438867676,670,31,13,-0.014526681318044,1895.42870688438
8,0.990715104386184,8.33356054155764E-06,0.007782951476997,319,92,15,-0.014571212961809,1098.97791695595
15,0.992291226770689,7.0723883698735E-06,0.019347363717189,917,72,26,-0.014580000627865,21025.1797015667
27,0.99813304817897,6.0924842999493E-06,0.029852597595403,811,15,5,-0.014580284753306,4010.19369697571
22,0.990773672303187,2.01348998960358E-06,0.023142384359749,967,93,5,-0.014585094733371,649.315351724625
6,0.991108429832541,2.66052982310443E-06,0.02129026128528,831,67,28,-0.014653061786967,17101.4608418942
5,0.992269961216791,4.11504779535828E-06,0.022448793104672,869,62,16,-0.014686567827691,16187.7602241039
10,0.991636457106658,2.48121174581603E-06,0.011744900718897,924,79,22,-0.014752343689141,21394.0613780022
5,0.992493108430516,3.66817645515071E-06,0.019004157605937,914,39,29,-0.014841341353472,18825.6879401207
5,0.99218176522448,2.04835637417162E-06,0.013892413002369,845,41,20,-0.014874424760867,17209.8390388489
5,0.991594456208557,2.14753379233543E-06,0.015823983738267,876,8,21,-0.014886409436402,17776.8519904613
6,0.991847883990638,6.94059942953319E-06,0.013424912804467,945,73,18,-0.014894376072334,18375.1598639488
11,0.991907325047019,6.29060196609082E-06,0.019673566729716,973,76,29,-0.014916118094197,21394.0461919308
24,0.991938123340827,3.26565312755663E-06,0.008068038834009,102,17,9,-0.014940878528417,1896.98113775253
6,0.992771805841538,8.14411746985074E-06,0.022359085761683,847,82,28,-0.014967405898196,15015.1899902821
6,0.992554916533797,5.61412457952912E-06,0.022203749884183,937,20,28,-0.015008519403637,20584.0235874653
6,0.99147568335082,4.76986107906705E-06,0.021332121031338,848,33,13,-0.015186427036281,15472.1996297836
6,0.994180962101962,3.06119358953074E-06,0.016347197522598,837,29,30,-0.01520441715876,14408.0411083698
5,0.991196693498191,8.65600614831718E-06,0.032158838218594,939,15,16,-0.015297169903837,19616.2700810432
5,0.990937868887978,6.30314146645439E-06,0.019634404783832,922,82,29,-0.015311088317865,17340.0653576851
22,0.992546422574788,8.64611420014868E-06,0.019331960345412,929,75,29,-0.015318645184399,19120.7071504593
5,0.998223773855461,5.44787723629877E-06,0.009446836466728,357,86,27,-0.015388260704485,5290.28978991509
5,0.992456248476545,4.41493266295901E-06,0.027251778003203,951,86,22,-0.0153933442933,20722.3392429352
12,0.992046847169462,2.28154590510432E-06,0.02601070874261,959,30,26,-0.015456141388797,21218.1941618919
6,0.992195868925054,7.02800932161161E-06,0.010751741556679,822,57,28,-0.015490780404258,15063.7398548126
5,0.992464055499537,1.36050739427333E-06,0.017282755579145,924,38,15,-0.015600297331196,19562.3783829212
22,0.998127640475651,2.38343150448264E-06,0.018299906818568,100,24,28,-0.015604283009726,3009.96775984764
6,0.991694893278212,5.77392896093546E-06,0.025979540004443,879,27,9,-0.015669384838215,14450.8365528584
5,0.991305294281269,8.16711369832667E-06,0.019240542083705,868,50,13,-0.015700362805162,17176.4484081268
5,0.992458509452048,7.95366422508544E-06,0.021234186436815,917,41,16,-0.01576399369272,21025.1357839107
6,0.991385657911445,7.59100615253006E-06,0.004043191271267,975,28,28,-0.015766440489848,15872.6687157154
6,0.99429420726294,5.3885300656376E-06,0.013899845737185,797,54,27,-0.015902353470471,12295.6909482479
30,0.99421644936268,1.84514147172543E-06,0.021104970250533,558,32,13,-0.015949198803336,414.865716218948
18,0.991929705714126,6.15461581585042E-06,0.015443186808995,959,25,25,-0.016017176131619,21394.2462534904
8,0.998945383622985,8.1272941181253E-06,0.010701092065835,688,17,14,-0.016149807505348,4490.25430870056
6,0.991884690483911,5.89259496005189E-06,0.010016635452836,922,77,17,-0.016233373593423,21218.1234073639
8,0.998100435729135,8.13139246499741E-06,0.028143687368072,460,19,21,-0.016240713510074,5000.63984322548
5,0.991133477352142,9.31759716790475E-06,0.020824363029876,834,25,9,-0.016242416713349,15031.5097699165
5,0.998275424517188,5.71105673065005E-06,0.029971058230948,675,38,28,-0.016272749005747,8986.29449343681
13,0.9989597266418,1.32555388402223E-06,0.030461904628957,362,18,25,-0.016294913019668,4008.80447268486
6,0.991812715803519,8.20162049352114E-06,0.023614841632729,920,16,8,-0.016363270580769,18632.9002628326
7,0.992352727656804,5.29069110493871E-06,0.01716372861229,859,22,29,-0.01636489218862,15578.7902667522
7,0.99873048380332,6.20809055239904E-06,0.012423648766504,250,14,26,-0.016450756695122,3010.10356426239
24,0.998192607691677,9.52709166459673E-06,0.0119665094441,131,21,30,-0.016462572459732,1897.02313709259
18,0.998018509220519,4.94398387701932E-06,0.010511981261628,119,75,28,-0.016478446116971,3010.8988776207
5,0.998711570153358,2.84018833388976E-06,0.018082701056095,201,12,23,-0.016552711322316,3009.32947802544
6,0.998530817746634,5.44288193196E-06,0.015505986132933,999,49,20,-0.016559681002247,8283.2158639431
23,0.991051351434626,4.09060347176616E-06,0.051077610383283,928,32,9,-0.016673118541283,648.848549842834
5,0.998226148269884,8.46648628382001E-06,0.022549052847745,731,46,25,-0.016693877110114,8214.7366476059
5,0.99113240327648,7.55302692459122E-06,0.016023154071282,903,88,8,-0.016709942384908,19190.8572144508
23,0.994531655827506,1.32338366117733E-06,0.018730438540376,865,7,25,-0.016720453118707,1099.0969247818
5,0.998899894373226,3.41658608065907E-06,0.028960191305548,447,41,26,-0.016743247595398,6673.63686299324
8,0.998111492248485,9.04051629258052E-06,0.012954867075449,192,33,22,-0.016756789616652,3010.08616423607
5,0.991820651664619,8.95331926468406E-06,0.037838142882039,999,59,27,-0.016802237854597,16187.6638224125
5,0.998623467332481,4.34365157181372E-06,0.013957670314753,842,89,27,-0.016842553352422,9256.60876917839
5,0.991513141144057,8.63463520134269E-06,0.022938472062475,866,37,18,-0.016923569637584,16042.5349023342
5,0.998222323704455,9.42893466340114E-06,0.029296841643137,565,16,22,-0.016949902987108,6545.00366234779
5,0.992097013396385,4.54326328657071E-06,0.013358550047125,915,64,23,-0.01697857670584,20120.5453333855
6,0.992042563270703,8.35272222771336E-06,0.029605702653415,875,61,24,-0.017099388706637,16736.9125936031
20,0.991464521129419,2.67932822408198E-06,0.018936492835166,933,5,30,-0.017159182858724,19966.893024683
5,0.991503991621119,5.29272799074135E-06,0.027526700120146,890,36,21,-0.017189359610998,15448.0379934311
5,0.990011023514402,6.04241750802812E-06,0.021827551703566,884,70,24,-0.017194753000017,15986.0646378994
7,0.998702223476181,2.63004299593695E-06,0.01690979633306,870,55,26,-0.017277163606969,9271.24287700653
7,0.998316556960367,1.16959557620599E-06,0.019699027842855,941,58,30,-0.017322131878226,9531.99823403359
18,0.991709863895836,4.58991578307451E-06,0.019268069696049,919,75,26,-0.017380441935297,20438.6798596382
5,0.998660012106025,1.36058089346792E-06,0.006466653911755,867,9,29,-0.017382543821949,7488.86047959328
5,0.991580782458657,4.54417853104508E-06,0.010699923253411,975,31,12,-0.017415958185459,16042.6028089523
6,0.991077916365981,5.4703758601527E-06,0.018489544984259,917,48,24,-0.017446384349085,18001.8307025433
5,0.990813410997363,7.0521553458521E-06,0.01688780943954,920,14,23,-0.017464415782965,20265.6045761108
7,0.99514928996571,6.42795785527881E-06,0.021484933220267,917,91,27,-0.017478606896475,12781.1253511906
6,0.993055463893086,9.26203561033583E-06,0.032384433983779,960,53,27,-0.017499100179114,12871.0127592087
5,0.991926474833178,8.45190349461944E-06,0.03446842120921,993,14,27,-0.017508903483642,17297.6080293655
6,0.991600125124503,8.22187857700665E-06,0.021234126454004,881,13,30,-0.017517306721739,20265.5963304043
5,0.998866753651505,9.75057540050037E-06,0.023430727678845,699,14,15,-0.01763049356601,5956.48060917854
17,0.996732914461875,7.07211397514816E-06,0.001533119840772,103,63,28,-0.017649979991538,650.0999314785
5,0.997456243778654,1.57746475967557E-06,0.016768369899446,800,42,21,-0.017697538984449,9158.44693803787
11,0.998272454732252,4.4110669014493E-06,0.021850194336146,101,69,22,-0.017836642030038,3009.7651424408
6,0.991206528119703,4.88017320430828E-06,0.030227597643595,884,65,20,-0.017876295804193,19313.4854333401
11,0.998988183876114,6.4535772846906E-06,0.030621402073244,950,5,26,-0.017892300597135,6209.70089793205
6,0.990874775368373,7.85866849791516E-06,0.017564368099351,912,81,22,-0.017896719561204,20020.9565382004
6,0.992114567817064,7.52726103759823E-06,0.027988190149434,972,58,26,-0.017985630740828,20438.507093668
5,0.991014531980848,9.49248252522483E-06,0.014479627147796,855,34,18,-0.018080032673121,16464.559264183
13,0.992981868646974,8.21381776367241E-06,0.010173473728598,327,49,20,-0.01823076736182,649.469884395599
5,0.992547477826904,2.9160759040042E-06,0.020561134707608,948,62,16,-0.018247878853193,20021.0320358276
6,0.99846247546281,8.34342735972663E-06,0.018641053789873,816,85,25,-0.018297115697506,8363.52842068672
5,0.991843575874719,2.0760300405538E-06,0.019430384426524,956,77,12,-0.018490450965606,20438.5288491249
19,0.998612967929532,9.59165642766707E-06,0.017110716654471,101,59,8,-0.018491427269194,3010.93672275543
6,0.992036186851494,5.26156312611961E-06,0.033537205792796,920,61,27,-0.018556763452696,17209.7353827953
5,0.991267254544809,9.4586597701944E-06,0.022193739523396,970,92,16,-0.018557066454378,20722.3697099686
5,0.992418193006026,8.1244498057311E-06,0.026345212232859,847,50,26,-0.018578876419231,16106.9916551113
14,0.998124518815917,6.7872241375889E-06,0.023209440707724,106,17,21,-0.0186875702029,3010.67032217979
13,0.991777574533124,7.20346126833732E-06,0.035364585190007,100,49,27,-0.018699005285793,1897.65030813217
7,0.996384267276725,2.17964276493476E-06,0.012042103353287,850,98,25,-0.018709350149445,13166.8314299583
7,0.998351869864356,8.69496174184573E-06,0.014618499493513,991,60,24,-0.018813226074773,9545.84173631668
19,0.998950032049833,2.27083165505448E-06,0.029535625543554,100,78,10,-0.018918486150476,1100.29923248291
13,0.998680167648568,9.16967775726989E-06,0.023367547988206,521,15,9,-0.018942817484922,3010.21817517281
6,0.992376240685041,7.43217204502944E-06,0.029629977910759,906,32,29,-0.019056563220558,21394.0014064312
6,0.991948482931785,1.53479965448864E-06,0.016669373699366,926,100,16,-0.019090051180683,20859.79535532
23,0.9966144875122,8.09202232004241E-06,0.012331684600551,102,64,11,-0.019113508946433,3010.99975538254
5,0.998561939777484,5.8867974303869E-06,0.023837080607819,949,31,20,-0.0191142195223,8810.95947384834
5,0.998611734251137,1.73175802532875E-06,0.014526306237901,845,11,24,-0.019118458983746,8560.38100266457
9,0.991807879946705,1.4894907769473E-06,0.006703020465395,919,84,5,-0.019142120145261,18375.3007442951
5,0.992442102747764,2.19200918055105E-06,0.031745330746442,925,55,14,-0.01932847504168,18130.314488411
6,0.991811849031893,6.78372901752001E-06,0.026423225063965,960,39,27,-0.019394277000522,21025.0367834568
5,0.992071348253656,3.98231475810238E-06,0.019815544109837,947,25,22,-0.01945827842543,20722.3461382389
5,0.9986383595408,5.0111494410367E-06,0.028276670657467,576,15,12,-0.019465623025005,5220.22675919533
6,0.991801804324905,2.23981813209823E-06,0.012836293126513,914,95,18,-0.019596713624196,19402.7278289795
5,0.991232138625498,6.48659501371674E-06,0.020389441982688,930,43,24,-0.019607765852731,20265.555243969
9,0.994447890173229,4.83101870480291E-06,0.029016727829699,102,37,30,-0.019670976581232,1896.86586666107
5,0.992346798570848,5.50939256746744E-06,0.018798674176487,878,58,17,-0.019808940201377,18753.4200031757
6,0.990781903061579,1.47343515793786E-06,0.002483690669307,866,40,21,-0.01983652279075,13868.8108940125
6,0.99239643982971,8.5894343777327E-06,0.004826155746396,852,48,30,-0.019860294680374,17734.9308943748
22,0.992612225817608,2.37035180020101E-06,0.025331662437863,942,19,26,-0.019865991547704,21025.3261666298
18,0.998878800286608,3.44192870219961E-06,0.028821480060664,716,17,10,-0.019907654662218,4009.9485270977
6,0.991672066457016,4.02239369206706E-06,0.012300775717715,892,15,19,-0.019985923543573,17734.9760451317
20,0.991685508305978,5.44697802589344E-06,0.021837998936737,922,81,23,-0.020098363784583,20021.1073036194
7,0.998544322543722,4.45625265225897E-06,0.030842980510189,623,29,11,-0.020183958944732,5000.67561626434
5,0.99861921912699,5.410790091517E-06,0.01153259373923,603,64,27,-0.020246304853998,8124.99946165085
20,0.992294472914546,1.5102854218225E-06,0.029790353255312,958,13,28,-0.02027420435221,20121.0058946609
8,0.998795013475266,9.42466588294428E-06,0.021669807173953,552,20,24,-0.020279448320891,5392.43747544289
5,0.992223916331281,6.22729809210281E-06,0.025861462766361,952,69,21,-0.020319841851137,19966.7737281322
5,0.991235201074087,7.72873493533338E-06,0.019331273377511,914,18,30,-0.02035255427973,20120.4838685989
16,0.998088290248205,9.35584696824085E-06,0.024126045257085,101,48,8,-0.020395518451625,3010.51510477066
6,0.991889680697537,5.03529916436186E-06,0.019578460794655,844,43,20,-0.020449482188805,16187.8157501221
18,0.997983944887639,2.22471588329114E-06,0.021329605193512,101,49,18,-0.020477090904024,4009.84146118164
5,0.997866217640583,8.71304492264148E-06,0.01494201894247,923,74,26,-0.020617864837751,11843.1464538574
8,0.996586102876575,1.06468946291969E-06,0.033234139559469,897,43,6,-0.020683687467203,5000.72267150879
6,0.994092495257977,3.24136987896089E-06,0.002481674415809,309,11,6,-0.021004742843974,648.70994591713
24,0.99800061764988,4.10420195835524E-06,0.022122227743992,100,51,28,-0.021016853230615,3010.75332260132
12,0.997534494747052,2.24865469315934E-06,0.016453192908671,103,59,24,-0.021112878113351,4009.6737215519
19,0.998899402581239,3.1454953411178E-06,0.016492153080085,986,59,17,-0.021124552867453,4490.30615520477
30,0.998955197305165,8.86464280295156E-06,0.028335217091757,108,90,23,-0.02119542124044,3010.56236100197
19,0.992174420092624,2.70502853973211E-06,0.020797848698209,905,86,28,-0.021234210340246,19616.4076271057
5,0.991327321652876,9.08492976641751E-06,0.03410816171752,847,55,28,-0.021240121950345,19041.4838316441
6,0.992167938260156,2.53751645918347E-06,0.030515805947948,850,58,28,-0.021263222961176,16951.2799012661
9,0.998117536325453,2.19424431569972E-06,0.03011816380155,658,19,19,-0.021289133437676,4490.24061703682
9,0.99776554871043,1.17446419881973E-06,0.022053600495578,508,40,30,-0.021353604001624,6509.82048916817
19,0.998686660298676,8.38953168984495E-06,0.044766138090144,103,44,28,-0.021397747069357,1896.68025922775
6,0.998833141084915,2.73846861661105E-06,0.025335159932171,945,89,29,-0.021415520459414,9069.07988262176
12,0.99868024440534,4.31312074818517E-06,0.024378153700267,693,12,9,-0.021604741885498,3009.38725495338
7,0.998844977466891,8.64809198877453E-06,0.029233903875947,997,14,20,-0.022045747274043,5956.39140629768
6,0.991883996448756,6.25173192246965E-06,0.009268299259421,953,21,10,-0.022083731092589,18911.9686722755
5,0.992150224255394,3.76344348820879E-06,0.034014099173427,961,19,23,-0.022094900866872,12938.5976440907
6,0.991090141017168,8.3448736029639E-06,0.033742232650586,920,28,16,-0.022134507249575,18261.4833927155
8,0.992295618965497,9.94751940444228E-06,0.029313978296987,920,36,26,-0.022174143925943,21394.0308783054
28,0.994720629098206,2.90226677848835E-06,0.026332306267794,102,27,20,-0.022327109739969,1897.46800923347
6,0.992474821513698,7.87185390376086E-06,0.030980194186706,901,34,21,-0.02240247589438,19234.8869936466
14,0.995110583387154,4.88449260157644E-06,0.039837133835161,574,74,20,-0.022616507720791,1098.90299153328
8,0.998945585744931,1.06202192980897E-06,0.026379119408668,495,48,28,-0.022688947678093,6021.58721637726
6,0.991024395290951,6.40092850743629E-06,0.017437367737963,868,51,29,-0.022708685768228,15111.9564220905
6,0.996807834892646,7.39343784256273E-06,0.017277916635692,916,20,23,-0.022984276295297,10198.7632040977
5,0.990873885400699,7.59576831995449E-06,0.026104372308474,842,48,27,-0.022993840237564,17587.9515898228
5,0.99064819776327,4.85487450868091E-06,0.033097802892742,864,43,22,-0.023308511222958,16612.7245984077
7,0.992293450406278,8.33677556065157E-06,0.029260552778051,831,30,27,-0.023362113410567,15840.676933527
11,0.9943310308694,7.73160677719306E-06,0.023391439352008,101,21,30,-0.023522738607661,1896.84714508057
6,0.991618535764414,5.95635698189486E-06,0.013715867190513,894,45,23,-0.023592034638492,16107.0644702911
6,0.99170924422014,7.09756666198002E-06,0.013121396073101,964,91,30,-0.023621200433662,21393.9877207279
13,0.991314704209886,9.53053802121092E-06,0.015796297063477,102,65,18,-0.023752969282214,1100.50454187393
14,0.991243958221356,2.35810497793129E-06,0.021136668336127,634,52,30,-0.02378099591982,1895.32843255997
19,0.991811075591312,8.60675058825218E-06,0.023822045514743,923,45,30,-0.02394743385895,21394.1652421951
5,0.997338163171758,8.29284946050728E-06,0.027628787352569,885,57,21,-0.023971096073326,9803.1165060997
6,0.998898490575617,2.18855054108204E-06,0.006047268803982,552,55,26,-0.024020515922259,6509.76626038551
6,0.991386447424874,6.62174121656884E-06,0.023872703639299,964,80,16,-0.024082372256089,20265.712631464
5,0.99822160131823,6.34914007511269E-06,0.030736929831418,409,50,29,-0.024094167360736,4490.20410656929
14,0.992343921636111,7.63066999682649E-06,0.016441038016046,938,30,26,-0.024181624597057,20438.6658291817
6,0.992343011015102,8.92188772522466E-06,0.030863907263793,947,61,13,-0.024324239932538,17503.4601621628
29,0.994408531139876,4.43335111643533E-06,0.016891988381256,930,44,14,-0.024354345578048,648.997336387634
5,0.992547772445038,7.91033696967738E-06,0.016903850153407,886,79,27,-0.024469175633598,16464.5154702663
5,0.992562576959526,8.29240314626897E-06,0.031068205299643,861,37,16,-0.024529658529597,18375.2397475243
6,0.99145206128745,4.47158709295107E-06,0.018165539950333,857,19,29,-0.024613416903923,14892.689551115
5,0.992613791343298,6.50602412292145E-06,0.022923600489708,943,38,27,-0.024663963488878,20722.2710871696
6,0.99251418825961,1.65028181464445E-06,0.014650303313725,863,55,26,-0.02482623591068,16382.9737734795
5,0.998467871727922,2.40572479044903E-06,0.019683247939543,903,30,22,-0.025375970394204,8790.16055583954
5,0.998877348881538,2.58779586767408E-06,0.019358433299991,907,91,29,-0.025472272668154,9504.38766074181
6,0.992132861488754,1.17417518741273E-06,0.016796148956008,913,41,28,-0.025491834497981,21025.1280012131
6,0.992229725703119,2.88397407069739E-06,0.030979356365647,887,33,23,-0.025650981392123,16736.991360426
6,0.998906806866146,4.76164694998289E-06,0.011365373723948,853,7,22,-0.025719214441549,8047.56986236572
5,0.992236348052878,7.61842319198298E-06,0.019879387926105,875,14,24,-0.025732314323095,19822.297911644
23,0.993626770845785,7.77172893369683E-06,0.042345445598191,935,39,21,-0.025743291291751,1099.63973283768
5,0.991194299112685,7.2434620602269E-06,0.025861515674408,876,13,14,-0.025788287910604,17358.4473018646
6,0.992621812463988,2.90487492828047E-06,0.030290417304222,950,48,17,-0.025900004548021,18527.9994540215
10,0.998974045606942,8.16080656612153E-06,0.025164213576313,761,75,24,-0.025941660607907,5915.07967972755
6,0.998288943075402,3.42334342297205E-06,0.022054470210172,814,86,28,-0.026081928983331,9096.31197595596
7,0.998172562049866,2.00684599192316E-06,0.016690046471404,498,66,24,-0.026127298773722,5763.77266931534
5,0.992385612535341,3.87258876609186E-06,0.008058813380818,938,54,12,-0.026129345491183,19482.6378998756
5,0.991357315307602,7.84648227908477E-06,0.032280632789269,896,68,28,-0.026152387897294,19822.224208355
20,0.996805052376616,1.13010477868671E-06,0.056109974368567,101,54,5,-0.026208221931199,3010.88142299652
20,0.997546729036658,1.01614468316961E-06,0.037809934949302,514,76,24,-0.026234590864562,1099.32553172112
13,0.996521308588141,1.02335975332748E-06,0.026704943363133,814,91,21,-0.02640847628446,5207.34775209427
18,0.996007144386655,1.32021384973181E-06,0.014070432251771,150,77,21,-0.026436870045176,248.692444801331
15,0.996654582221902,1.23605461039518E-06,0.032621043530508,126,15,7,-0.026514952861224,3010.97556424141
6,0.991649461475636,8.16283718614756E-06,0.014908866427499,921,59,30,-0.026549099734233,20859.581330061
21,0.998800126840213,2.40008686454928E-06,0.028746341690939,101,41,9,-0.02657059806266,3010.02784347534
5,0.998667747933756,4.14752622762453E-06,0.017566574400833,464,54,29,-0.026592368042217,7116.07624959946
9,0.990643240487032,7.38551141395186E-06,0.025370725013727,664,25,11,-0.026743536853061,1099.33892941475
12,0.998277196305592,5.0717548224429E-06,0.018960865072923,593,45,29,-0.026765536336649,5468.84984469414
5,0.990914467602568,8.35094907332964E-06,0.024250982833876,979,40,25,-0.026813704015172,16909.5488660336
6,0.998326822171163,7.2105307767383E-06,0.022262287474463,860,38,29,-0.026814628933226,8769.85684609413
7,0.99893902687754,5.96785123739244E-06,0.034615005539469,342,10,26,-0.026899323461855,4778.09721279144
8,0.998952868701456,9.87228429069503E-06,0.027652788604894,518,26,27,-0.027158374719797,4008.67440676689
5,0.998945509544331,6.93055078938808E-06,0.017027933955314,522,60,23,-0.027292814939038,6357.43633818626
6,0.992290301487258,8.56832748041571E-06,0.03079798341923,944,74,18,-0.027298126718961,19733.0368881226
6,0.991968152772123,1.80168823649706E-06,0.024352097303429,932,49,24,-0.027399275392453,21394.016518116
6,0.991988431073887,8.77736704326502E-06,0.021222297062689,981,40,13,-0.02741964631858,17143.0064246655
12,0.994726631614023,2.25606074463086E-06,0.035338308330941,564,89,6,-0.027445057181246,649.788183927536
